Serial,Year,Startup,Industry Vertical,Location,Investors,InvestmentType,Amount
3783,2020,GoodGamer,Gaming,Bangalore,NA,Seed,"$2,500,000"
3784,2020,InnAccel,Medtech,Bangalore,Mount Judi Ventures,Pre-series A,"$1,500,000"
3785,2020,Tiliter,Retail,Sydney,"AngelList, Investec",NA,"$7,500,000"
3786,2020,Slintel,Sles and marketing,"San Francisco Bay Area, Silicon Valley, West Coast","Accel, Stellaris Venture Partners",NA,"$4,200,000"
3787,2020,SoOLEGAL,LegalTech,New Delhi,NA,NA,"$4,000,000"
3788,2020,HobSpace,Edtech,Mumbai,Artha Venture,Seed,"$200,000"
3789,2020,Supplynote,SaaS startup,Noida,"MOX, SOSV",Seed,"$500,000"
3790,2020,Hire Me Car,Car Service,Noida,NA,Seed,Undisclosed
3791,2020,ShopUp,E-commerce,Bangaldesh,"Flourish Ventures, Lonsdale Capital",Series A,"$22,000,000"
3792,2020,Harmonizer India,Tech Startup,Bangalore,Kapil Dev,NA,Undisclosed
3793,2020,Zomato,FoodTech,Gurugram,"Kora, Tiger Global Management",NA,"$52,000,000"
3794,2020,Dukaan,Tech Startup,Mumbai,"Lightspeed, Matrix Partners.",Seed,"$6,000,000"
3795,2020,CredR,Bike marketplace,Mumbai,"Eight Roads Ventures, On Mauritius",NA,"$2,000,000"
3796,2020,Satyukt,Agri tech,Bangalore,"NABVENTURES, Social Alpha (India)",Seed,"$500,000"
3797,2020,RACEnergy,Automobiles,Hyderabad,"growX Ventures, Huddle (Incubator)",NA,Undisclosed
3798,2020,TREAD,Fitness startup,Bangalore,"Better Capital, Kunal Shah, Gaurav Munjal",Pre-seed,"$1,100,000"
3799,2020,Anveshan,Foodtech,Bangalore,Titan Capital,Pre-seed,"$100,000"
3800,2020,TeaMonk,Food & Bevarages,Bangalore,"Lead Angels Network, Roots Ventures",Pre-series A,"$900,000"
3801,2020,Fleetx,Tech Startup,Gurugram,"Rohit Bansal, Rohan Ranavat",Pre-series B,"$3,000,000"
3802,2020,ReNEWate,Real Estate,Pune,Real Estate Accelerator Program,Pre-seed,Undisclosed
3803,2020,Tango Eye,SaaS startup,Chennai,"Riso Investments, Lenskart",Seed,Undisclosed
3804,2020,Rare Planet,Reatil startup,Kolkata,Venture Catalysts,Pre-series A,Undisclosed
3805,2020,Avataa Me,AR platform,Bangalore,Sequoia Capital India,Series A,"$7,000,000"
3806,2020,Arrival,EV startup,"London, England, United Kingdom","UPS Ventures, Hyundai Motor Company",NA,"$118,000,000"
3807,2020,Cover Genius,FinTech,"Sydney, New South Wales, Australia","King River Capital, Leap Capital",NA,"$15,000,000"
3808,2020,Phononic Vibes,Deeptech,"Milano, Lombardia, Italy",NA,NA,"$2,300,000"
3809,2020,MikeLegal,LegalTech,Gurugram,"SOSV, Artesian",Seed,Undisclosed
3810,2020,Clair,FinTech,"New York, United States","Upfront Ventures, Walkabout Ventures",Seed,"$4,500,000"
3811,2020,Gourmet Garden,Consumer Goods,"Palmwoods, Queensland, Australia",Advent Partners,NA,Undisclosed
3812,2020,Miko,AI startup,Mumbai,"Stride Ventures, YourNest Venture Capital",Pre-series B,"$3,000,000"
3813,2020,Razorpay,FinTech,Bangalore,"Tiger Global Management, Sequoia Capital India",Series D,"$100,000,000"
3814,2020,Ninjacart,Food Industry,Bangalore,"Syngenta Ventures, Walmart",NA,"$30,000,000"
3815,2020,Wow! Momo,Food Industry,Kolkata,"Tiger Global Management, William Bissell",Debt,"$5,000,000"
3816,2020,Pepper Content,Content marketplace,Mumbai,"Alok Mittal, Manan Maheshwari",Series A,"$4,200,000"
3817,2020,LIVSPACE,Interior Design,Bangalore,"Mercer Investments, Bessemer Venture Partners",Debt,"$4,000,000"
3818,2020,Acculi Labs,HealthCare,Bangalore,Startup Basket.,Seed,"$600,000"
3819,2020,Your MD,HealthCare,"London, England, United Kingdom","Orkla Ventures, Smedvig Capital",NA,"$25,000,000"
3820,2020,Antaios,Tech company,France,NA,NA,"$11,000,000"
3821,2020,Unnati,AgriTech,Noida,NABVENTURES,Pre-series A,"$1,700,000"
3822,2020,Disprz,EdTech,Chennai,"Xseed Partners, InnoVen Capital",Pre-series B,"$1,600,000"
3823,2020,Uni,FinTech,Mumbai,"Lightspeed India Partners, Accel India",Seed,"$18,500,000"
3824,2020,Credit Wise Capital,FinTech,Mumbai,Venture Catalysts,Seed,"$6,000,000"
3825,2020,Chargebee,SaaS startup,"San Francisco Bay Area, West Coast, Western US","Accel, Steadview Capital",Series F,"$55,000,000"
3826,2020,Reliance Retail Ventures Ltd,Retail,Mumbai,"Silver Lake, Mubadala Investment Company",NA,"$70,000,000,000"
3827,2020,Winuall,EdTech,Bangalore,"Amit Lakhotia, Akash Gehani",NA,"$2,000,000"
3828,2020,Genrobotics,AI Startup,"Trivandrum, Kerala, India",Unicorn India Ventures,NA,"$300,000"
3829,2020,Livve,Rental space,Cochin,NA,Seed,"$1,500,000"
3830,2020,Ergos,AgriTech,"Samastipur, Bihar","Aavishkaar Venture Capital, Chiratae Ventures",Series A,"$5,000,000"
3831,2020,Krishitantra,Soil-Tech,Hyderabad,"NABVENTURES, Omnivore",Seed,"$1,000,000"
3832,2020,PakkaProfile,Recruitment startup,Bangalore,Java Capital,Seed,Undisclosed
3833,2020,Monet Networks,AI Startup,"Irvine, California, United States","SenseAI Ventures, EvoNexus",Bridge,"$500,000"
3834,2020,Unocoin,FinTech,"Tumkur, Karnataka","Digital Finance Group, FundersClub",Series A,Undisclosed
3835,2020,Pesto,EDtech,New Delhi,"Sriharsha Majety, Rahul Jaimini",NA,Undisclosed
3836,2020,NirogStreet,Ayurveda tech,Gurugram,"Wavemaker Partners, Subho Ray",Pre-series A,"$2,000,000"
3837,2020,Bambrew,Packaging solution startup,Bangalore,Upsparks,Pre-seed,Undisclosed
3838,2020,Omnify,SaaS startup,"San Francisco Bay Area, Silicon Valley, West Coast","Saurabh Arora, LD Sharma",Pre-series A,Undisclosed
3839,2020,Fanball XI,Gaming,New Delhi,Foxhog Ventures,Seed,"$1,000,000"
3840,2020,Treebo Hotels,Hospitality,Bangalore,"Ramesh Mangaleswaran, Saikiran Krishnamurthy",NA,"$6,000,000"
3841,2020,GPS Renewables,Cleantech,Bangalore,"Triodos, Caspian",Series A,"$3,000,000"
3842,2020,Public,Social Media,New Delhi,"Lee Fixel's Addition, SIG Global, Tanglin Venture Partners",NA,"$30,000,000"
3843,2020,Legal Salah,LegalTech,Kolkata,I2I Capitals,Seed,"$1,000,000"
3844,2020,FanPlay,Gaming,New Delhi,"Core91 Fund, Anupam Mittal",Seed,Undisclosed
3845,2020,ECOSTP,Sanitation solutions,Bangalore,Terwilliger Centre,NA,"$19,000,000"
3846,2020,Coralogix,SaaS startup,"San Francisco, California, United States","2B Angels, Janvest Capital Partners",Series B,"$25,000,000"
3847,2020,Equiwatt,Tech company,"Newcastle Upon Tyne, Newcastle upon Tyne, United Kingdom",Rising Stars,NA,"$300,000"
3848,2020,Reliance Retail Ventures,E-commerce,Mumbai,"General Atlantic, Kohlberg Kravis Roberts",NA,"$800,000,000"
3849,2020,Zhangmen,EdTech,"Shanghai, China","CICC Alpha, VMS Asset Management",NA,"$400,000,000"
3850,2020,Kyt,EdTech,Singapore,Sequoia Capital India’s Surge,NA,"$2,500,000"
3851,2020,Raskik,Fusion beverages,NA,"Venture Catalysts, 9Unicorns",Pre-series A,"$1,000,000"
3852,2020,GetWork,HR Tech,Gurugram,India Accelerator,Pre-seed,"$40,000"
3853,2020,Mobile Premier League (MPL),Gaming,Bangalore,"Pegasus Tech Ventures, Base Partners",Series B,"$500,000"
3854,2020,Pravasirojgar,Job portal,NA,GoodWorker.,NA,"$33,000,000"
3855,2020,Omatra Hotels,Hospitality,Kolkata,Capify,Seed,Undisclosed
3856,2020,Awign,Job portal,Bangalore,"Unitus Ventures, Work10M",Pre-series B,Undisclosed
3857,2020,NewsReach,Digital Media,Gujarat,"Mumbai Angels, JITO Angel Network.",Seed,"$1,500,000"
3858,2020,Cashfree,FinTech,Bangalore,"George Osborne, Smilegate Investment",Series B,"$35,000,000"
3859,2020,Credgenics,FinTech,New Delhi,"Accel India, Breadlake Ventures",Pre-series A,"$3,000,000"
3860,2020,GeoIQ,AI startup,Bangalore,"Ankur Mittal, Mitesh Shah",Seed,"$300,000"
3861,2020,Country Delight,Dairy startup,Haryana,"IIFL Asset Management, Matrix Partners",Series C,"$25,000,000"
3862,2020,Quintype,Content management,Bangalore,IIFL AMC,Series A,"$3,500,000"
3863,2020,CARS24,Retail,Haryana,"Global Car Group, Freemark holdings",Series E,"$200,000,000"
3864,2020,Astrogate Labs,Spacetech,Bangalore,"Venture Catalysts, Speciale Invest",NA,Undisclosed
3865,2020,Power Gummies,HealthTech,New Delhi,Venture Catalysts,Bridge,Undisclosed
3866,2020,Cityflo,Transportation,Mumbai,"Anupam Mittal, India Quotient",Series A,"$7,000,000"
3867,2020,AlgoBulls,Trading platform,Mumbai,Venture Catalysts,NA,"$200,000"
3868,2020,Credgenics,FinTech,Gurugram,"Accel India, Breadlake Ventures",Pre-series A,"$3,000,000"
3869,2020,Inntot,Tech company,Kerala,Unicorn India Ventures,NA,Undisclosed
3870,2020,Ensuredit,FinTech,Gurugram,Venture Catalysts,Pre-series A,"$300,000"
3871,2020,Shipsy,AI Company,Gurugram,"DTDC, Udaan Angel Partners",Series A,"$6,000,000"
3872,2020,ERPNext,Tech company,Mumbai,Rainmatter,NA,"$1,000,000"
3873,2020,LightSpeedAI,Photonics startup,Bangalore,"YourNest, growX ventures",NA,Undisclosed
3874,2020,Grip Invest,FinTech,Gurugram,Gemba Capital,Pre-series A,Undisclosed
3875,2020,Unacademy,EdTech,Bangalore,"Dragoneer Investment Group, Tiger Global Management",NA,Undisclosed
3876,2020,Yellow Classes,EdTech,Gurugram,India Quotient,Pre-series A,"$1,300,000"
3877,2020,Plum,HealthTech,Bangalore,"Surge, Tanglin Venture Partners",NA,"$4,100,000"
3878,2020,STAGE,Entertainment,Indore,Venture Catalysts,NA,"$1,000,000"
3879,2020,Nykaa,Cosmetics,Mumbai,"Alia Bhatt, Katrina Kaif",NA,Undisclosed
3880,2020,Kaagaz Scanner,Scanning app,NA,Pravega Ventures,NA,"$575,000"
3881,2020,NIRA,FinTech,Bangalore,"Techstars Bangalore Accelerator, Techstars",NA,"$1,000,000"
3882,2020,Prolixr,Skincare startup,Gurugram,"Alfa Ventures, Divij Bajaj",Seed,Undisclosed
3883,2020,Byju's,EdTech,Bangalore,"Owl Ventures, Tiger Global Management",NA,"$200,000,000"
3884,2020,DaMENSCH,E-commerce,Bangalore,"Whiteboard Capital, Matrix Partners India",NA,"$6,000,000"
3885,2020,Country Delight,Food and Beverages,Haryana,"Orios Venture Partners, Matrix Partners India",Series C,"$25,000,000"
3886,2020,SignalX,AI startup,Hyderabad,"9Unicorns, 3Lines VC, Hyderabad Angels",Seed,"$800,000"
3887,2020,Lancify,EdTech,Bangalore,"Techstars, Techstars Bangalore Accelerator",NA,"$300,000"
3888,2020,Krimanshi,Biotechnology company,Jodhpur,"Rajasthan Venture Capital Fund, AIM Smart City",Seed,"$600,000"
3889,2020,Instoried,AI startup,Bangalore,"Venture Catalysts, SOSV",Pre-series A,"$1,000,000"
3890,2020,PlayerzPot,Gaming startup,Mumbai,NA,Series A,"$3,000,000"
3891,2020,Instamojo,FinTech,Bangalore,"BASE, Gunosy Capital",NA,Undisclosed
3892,2020,Turtlemint,Healthtech,Mumbai,"Nexus Venture Partners, Dream Incubator",NA,"$30,000,000"
3893,2020,Arata,E-commerce,New Delhi,DSG Consumer Partners,Pre-series A,"$1,000,000"
3894,2020,MPL,Gaming startup,Bangalore,"Pegasus Tech Ventures, Base Partners",NA,"$5,000,000"
3895,2020,True Balance,FinTech,Gurugram,"IBK Capital, SB Partners",NA,"$28,000,000"
3896,2020,Thrive,FoodTech,Mumbai,"Whiteboard Capital, Ahimsa Capital",Pre-series A,Undisclosed
3897,2020,Kitchens Centre,Proptech,New Delhi,"Jonathan Swanson, Ankush Gera",Pre-series A,Undisclosed
3898,2020,Prescribe,Healthtech,Chennai,Titan Capital,NA,"$100,000"
3899,2020,Nepra,CleanTech,Ahmedabad,"Asha Impact, Aavishkaar Venture Capital",Series C,"$18,000,000"
3900,2020,inFeedo,SaaS startup,Gurugram,"Peyush Bansal, Ritesh Malik",NA,"$3,200,000"
3901,2020,Shilpa Sciences,Healthtech,Bangalore,AngelList India,Pre-series A,Undisclosed
3902,2020,Arzooo,Tech Startup,Bangalore,"3Lines, Jabbar Internet Group",NA,Undisclosed
3903,2020,MindTickle,SaaS platform,Pune,"Canaan Partners, NewView Capital",Debt,"$100,000,000"
3904,2020,Krimanshi,Biotechnology company,Jodhpur,"Rajasthan Venture Capital Fund, AIM Smart City",Seed,"$600,000"
3905,2020,Slice,FinTech,Bangalore,"Better Capital, Gunosy",Debt,"$5,000,000"
3906,2020,Rapawalk,E-commerce,Bangalore,"Sanjay Ramakrishnan, Ravi Garikipati",Seed,"$300,000"
3907,2020,Oga Fit's,Fitness startup,Bangalore,9Unicorns,Pre-series A,Undisclosed
3908,2020,LAVAL,Cosmetics,Bangalore,Jazal Group,Pre-series A,Undisclosed
3909,2020,Stride Ventures,Venture capitalist,New Delhi,Small Industries Development Bank of India,NA,"$80,000,000"
3910,2020,BlackSoil,FinTech,Mumbai,NA,NA,"$10,000,000"
3911,2020,Biocon,Healthcare,Bangalore,Goldman Sachs,NA,"$15,000,000"
3912,2020,Clientjoy,SaaS startup,Gujarat,"LetsVenture, Jyotsna Bapat",Pre-series A,"$800,000"
3913,2020,Xpressbees,E-commerce,Pune,"Alibaba Group, InnoVen Capital",NA,"$100,000,000"
3914,2020,GalaxyCard,FinTech,Gurugram,India Accelerator,Seed,Undisclosed
3915,2020,Wellness Forever,HealthTech,Mumbai,"Poonawalla, Allana Group",NA,"$100,000,000"
3916,2020,MoooFarm,AgriTech,Gurugram,"Navus Ventures, Rockstart",Pre-seed,"$500,000"
3917,2020,BitClass,PaaS startup,Bangalore,"AET Japan, Figure Eight Investments, Waterbridge Ventures",Seed,"$2,000,000"
3918,2020,Gonuts,Entertainment,Mumbai,"Sweta Rau, Archana Priyadarshini",Seed,"$400,000"
3919,2020,Uolo,EdTech,Bangalore,"Rajul Garg, Purvi Capital",Seed,"$2,000,000"
3920,2020,Kirana King,Retail,"Jaipur, Rajastan",Rajasthan Venture Capital Fund,Pre-series A,"$900,000"
3921,2020,Jade Forest,Beverages,Delhi,NA,Seed,"$250,000"
3922,2020,iKure,Healthtech,Kolkata,"Ratan Tata, Inflection Point Ventures, Ankur Mittal",NA,Undisclosed
3923,2020,FrontRow,EdTech,Bangalore,"Lightspeed, Elevation, Deepika Padukone",Seed,"$3,200,000"
3924,2020,Reliance Retail,E-commerce,Mumbai,"Abu Dhabi Investment Authority, GIC",NA,"$10,000,000"
3925,2020,TUBBR,Social Media,"Frisco, Texas, United States",Global Ascent Partners,NA,Undisclosed
3926,2020,Ather Energy,Automobiles,Bangalore,HeroMotoCorp Ltd and Sachin Bansal,Series D,"$35,000,000"
3927,2020,Routematic,SaaS startup,Bangalore,"VAMM Ventures, Naresh Malhotra",NA,"$2,000,000"
3928,2020,LivFin,FinTech,New Delhi,"DEG, KFW DEG",NA,"$4,700,000"
3929,2020,Universal Sportsbiz Pvt Ltd,Fashion startup,Bangalore,"Accel, Alteria Capital",NA,Undisclosed
3930,2020,Lattu Kids,EdTech,Mumbai,Mumbai Angels Network,NA,Undisclosed
3931,2020,Eggoz,Food & Bevarages,Indore,"AVANA Capital, Rebright Partners",Pre-series A,"$1,500,000"
3932,2020,Steradian Semiconductors,Deeptech,Bangalore,Endiya Partners.,NA,Undisclosed
3933,2020,CHARGE+ZONE,EV startup,Gujarat,Mumbai Angels,Pre-series A,"$3,000,000"
3934,2020,Stones2milestones,Edtech,Gurugram,"Menterra Venture Advisors,Emandi Sankara Rao",Bridge,"$2,000,000"
3935,2020,Udacity,Edtech,California,"Hercules Capital, Inc.Bertelsmann",Debt,"$75,000,000"
3936,2020,AjnaLens,AR/VR startup,Thane,"Mohsin Hani Al Bahrani, MoD",Bridge,"$1,000,000"
3937,2020,Gully Network,E-commerce,Bangalore,"CP Ventures, Orios Venture Partners",Pre-series A,"$1,200,000"
3938,2020,TurboHire,Recruitment startup,Hyderabad,"Kia Ora Ventures, Pentathlon Ventures",Seed,"$1,000,000"
3939,2020,Traya,HealthTech,Mumbai,"Kae Capital, Whiteboard Capital",Seed,Undisclosed
3940,2020,Charcoal Eats,QSR startup,Mumbai,Lokmat Investments,NA,"$2,000,000"
3941,2020,Mitron TV,Video platform,Bangalore,9Unicorns,NA,Undisclosed
3942,2020,Svami,Food & Bevarages,Mumbai,"Niren Shah, Rukam Capital Trust",NA,"$800,000"
3943,2020,Dhurnia,Edtech,"Dhingsara, Haryana","Chandigarh Angels Network, Modulor Capital",NA,"$100,000"
3944,2020,Expertrons,Edtech,Mumbai,"Rohit Chanana, Sukanta Ganguly",NA,Undisclosed
3945,2020,Leena AI,AI startup,"New York, United States","Alan Patricof, Jim Moffatt",NA,"$8,000,000"
3946,2020,Bizlog,Logistics,Bangalore,IAN Fund,NA,"$1,000,000"
3947,2020,Tamasha.live,Gaming,Mumbai,"9Unicorns, Titan Capital, FirstCheque",NA,"$300,000"
3948,2020,Fedo,AI startup,Bangalore,AIM Smart City,NA,"$1,000,000"
3949,2020,FabHotels,Hospitality,Gurugram,"RB Investments Pte. Ltd, Goldman Sachs",NA,"$1,000,000"
3950,2020,Aqgromalin,AgriTech,Chennai,Angel investors,NA,"$200,000"
3951,2020,Krayonnz,EdTech,Bangalore,GSF Accelerator,Pre-seed,"$100,000"
3952,2020,PadCare Labs,Hygiene management,Pune,Venture Center,Pre-seed,Undisclosed
3953,2020,NCOME,Escrow,New Delhi,"Venture Catalysts, PointOne Capital",NA,"$400,000"
3954,2020,Gramophone,AgriTech,Indore,"Siana Capital Management, Info Edge",NA,"$340,000"
3955,2020,qZense,AgriTech,Bangalore,"Venture Catalysts, 9Unicorns Accelerator Fund",Seed,"$600,000"
3956,2020,MyClassboard,EdTech,Hyderabad,ICICI Bank.,Pre-series A,"$600,000"
3957,2020,Metvy,Networking platform,Gurgaon,HostelFund,Pre-series,Undisclosed
3958,2020,Rupeek,FinTech,Bangalore,"KB Investment, Bertelsmann India Investments",Series C,"$45,000,000"
3959,2020,Gig India,Crowdsourcing,Pune,"Shantanu Deshpande, Subramaniam Ramadorai",Pre-series A,"$1,000,000"
3960,2020,Slurrp Farm,Food & Bevarages,Gurgaon,Fireside Ventures,Series A,"$2,000,000"
3961,2020,Medfin,HealthTech,Bangalore,"Axilor Ventures, S.D. Shibulal",Series A,Undisclosed
3962,2020,MasterG,Fashion startup,New Delhi,Acumen Fund's angel programme,NA,Undisclosed
3963,2020,Brila 91,Food & Bevarages,New Delhi,"Sequoia Capital India, Sixth Sense Ventures",NA,"$1,200,000"
3964,2020,FoodyBuddy,Food Industry,Belgaum,Rebel Foods,NA,"$600,000"
3965,2020,Zomato,Food Delivery,Gurgaon,"Kora, Tiger Global Management",NA,"$660,000,000"
3966,2020,OurEye.ai,Virtual auditing startup,Bangalore,"100X VC, Amara Ventures",NA,"$120,000"
3967,2020,Shiprocket,E-commerce,New Delhi,"Bertelsmann India Investments, InnoVen Capital",Series C,"$7,500,000"
3968,2020,Pine Labs,FinTech,Noida,"Mastercard, Temasek Holdings",NA,Undisclosed
3969,2020,Moneyboxx Finance,FinTech,New Delhi,"BlackSoil, Caspian",NA,"$1,000,000"
3970,2020,EWar,Gaming,Bangalore,"Jindal Steels, Jeet Banerjee",Pre-series A,Undisclosed
3971,2020,SucSEED Indovation,FinTech,Hyderabad,NA,NA,"$5,000,000"
3972,2020,TaxBuddy.com,FinTech,Mumbai,Zenith Global,NA,"$1,000,000"
3973,2020,Awign Enterprises,Work fulfillment,Bangalore,"Unitus Ventures, Work10M",NA,"$500,000"
3974,2020,Circle of Angels,FinTech,Gurgaon,NA,NA,"$3,000,000"
3975,2020,CoinDCX,FinTech,Mumbai,"Coinbase Ventures, Polychain",Series B,"$10,000,000"
3976,2020,Glance,AI startup,Bangalore,Mithril Capital Management.,NA,"$145,000,000"
3977,2020,VerSe Innovation,Telecommunication,Bangalore,Google,NA,"$100,000,000"
3978,2020,Voosh,Food Industry,Bangalore,Better Capital,Pre-seed,Undisclosed
3979,2020,Delhivery,E-commerce,Gurgaon,"Steadview Capital, Canada Pension Plan Investment Board",NA,NA
3980,2020,Arya,AgriTech,Noida,Quona Capital,Series B,"$21,000,000"
3981,2020,Pickrr,Logistics,New Delhi,Swastika,NA,"$4,000,000"
3982,2020,PhonePe,FinTech,Andheri,"Flipkart, Walmart",NA,"$20,000,000"
3983,2020,Countingwell,EdTech,Bangalore,"Delhi Private School, UAE, Interstar",Pre-series A,"$1,000,000"
3984,2020,Callify.ai,Tech Startup,Mumbai,Malpani Ventures,Seed,"$560,000"
3985,2020,Hudle,Sports,New Delhi,Survam Partners,Pre-series A,Undisclosed
3986,2020,Cover it Up,E-commerce,Chennai,Angel investors,Seed,"$400,000"
3987,2020,BiteSpeed,E-commerce,Gurgaon,Whiteboard Capital,Seed,"$275,000"
3988,2020,WakeFit,Retail,Bangalore,Sequoia Capital.,Series B,"$20,000,000"
3989,2020,Sreyas Holistic Remedies,Medtech,Hyderabad,Blacksoil,NA,"$1,000,000"
3990,2020,Fleeca India,Tyre management,Jaipur,Bridgestone India,NA,Undisclosed
3991,2020,M1xchange,FinTech,Gurgaon,"BEENEXT, Mayfield Fund",NA,"$4,500,000"
3992,2020,Exotel,Cloud company,Bangalore,"A91 Partners, Artha India Ventures",NA,"$5,000,000"
3993,2020,PagarBook,Software company,Bangalore,"Sequoia Capital, India Quotient",Series A,"$15,000,000"
3994,2020,PointOne Capital,Venture capitalist,Bangalore,NA,NA,NA
3995,2020,Ayana,Renewable player,Bangalore,"NIIF Ltd, CDC Group",NA,"$390,000,000"
3996,2020,Fisdom,FinTech,Bangalore,"PayU Finance India, Quona Capital",NA,"$7,000,000"
3997,2020,Tinker Coders,EdTech,Noida,STEMROBO Technologies,Seed,Undisclosed
3998,2020,Infinite Uptime,IoT startup,Pune,"Infrastructure Leasing & Financial Services Limited, Dorm Room Fund",Series B,"$5,100,000"
3999,2020,HappyLocate,SaaS startup,Bangalore,The CoWrks Foundry,Pre-series A,"$500,000"
4000,2020,PhonePe,FinTech,New Delhi,Flipkart,NA,"$700,000,000"
4001,2020,Loop Health,HealthTech,Pune,"Y Combinator, Sierra Ventures",Seed,"$2,300,000"
4002,2020,NeoDocs,HealthTech,Mumbai,9Unicorns Accelerator Fund,Pre-seed,Undisclosed
4003,2020,The ePlane,Aero company,Chennai,Speciale Invest,Seed,Undisclosed
4004,2020,TagMango,Marketing company,Mumbai,"XRM Media, Kevin Lin",Seed,"$700,000"
4005,2020,The New Shop,Retail startup,New Delhi,Huddle Accelerator,Seed,"$500,000"
4006,2020,MobiKwik,FinTech,Gurgaon,"Hindustan Media Venture, Nicolas Jarrosson",NA,"$7,000,000"
4007,2020,DebugsBunny,EdTech,Pune,India Angel Fund,NA,"$100,000"
4008,2020,BHIVE Investech,Co-working Startup,Bangalore,Blume Ventures,Seed,"$1,000,000"
4009,2020,Rivigo,Logistics,Gurgaon,"Elevation Capital, Trifecta Capital Advisors",NA,"$19,000,000"
4010,2020,ZipLoan,Finance company,New Delhi,"Stride Ventures, Matrix Partners India",NA,"$3,000,000"
4011,2020,Swipez,FinTech,Pune,"9Unicorns, Anicut",NA,Undisclosed
4012,2020,Humus,AgriTech,Bangalore,"Venture Catalysts, 9Unicorns, We Founders Circle.",NA,Undisclosed
4013,2020,Artivatic.ai,Tech company,Bangalore,"SenseAI Ventures, Saurabh Chugh",NA,Undisclosed
4014,2020,Prescinto,Solar Monitoring Company,Ahmedabad,"Startup incubator, Accelerator Venture Catalysts",Seed,Undisclosed
